ID,Data_name,Title,Event_name,Type,Date,Time,Cause,Land,County,Town,Village,Place,X,Y,Resource,Description
11,DF20070604-011.pdf,96年0604 豪雨-南投仁愛-002,960604豪雨,崩塌(山崩);洪水,2007-06-04,7:00,"經由現勘初步判斷災害可分為河道護岸沖刷及道路邊坡崩塌，災害原因分別說明如下：
  1. 道路下方之護岸設施位於河道攻擊岸，係遭洪水衝擊導致道路下方防洪牆受損，造成路基掏空局部道路塌陷。
  2. 道路上方之邊坡因淺層主要由表層覆土及節理發達之風化砂岩所組成。因連日大雨，雨水由層面及節理入滲，導致土層及岩體含水量增加，土體自重增加，抗滑力降低進而造成邊坡土層及岩塊崩落。
  3. 崩塌邊坡右側有一小野溪，平時無水，但豪雨時該野溪水量充沛且臨道路時亦無相關排水設施銜接導入北港溪，因此只要該溪流有水時道路即可見雨水漫流，亦是造成路面損壞原因之一。",山坡地占100%(亦屬原住民保留地),南投縣,仁愛鄉,互助村,地標：清流橋(投80線2K+000處),120.955139,24.062477,當地居民,投80線2K處道路上方邊坡崩塌，土石掩埋導致道路中斷及道路下方護岸遭洪水沖刷，護岸受損導致路基掏空局部道路塌陷。
12,DF20070604-012.pdf,96年0604 豪雨-南投仁愛-003,960604豪雨,洪水;崩塌(山崩),2007-06-04,20:00,"1.豪雨造成野溪洪水沖蝕邊坡，由於災害地點屬沖積層，表層皆為風化土層較為脆弱，洪水沖蝕下邊坡，造成土壤崩落，土方堆積於河道。
  2.西寶農路過水路面被溪流洪水沖毀，目前中斷。(七二水災時發生)",山坡地100%(同為原住民保留地),南投縣,仁愛鄉,互助村,地標：投80線約4.5K過眉原橋，左轉走中原橋進西寶農路約2.5K處，即為崩塌地。,120.990253,24.085093,當地防災專員,"1.西寶農路過水路面上游左岸10m有一處崩塌，土方堆積於河道。
  2.西寶農路跨越野溪之過水路面毀損。(七二水災時發生)"
13,DF20070607-013.pdf,96年0604 豪雨-南投國姓-003,960604豪雨,崩塌(地滑),2007-06-07,16:00,"(1) 本處邊坡原為順向坡且坡度陡，沿著順向坡的節理面，部份表面風化之岩層沿著坡面平移滑動，並堆積於坡趾處，此為地滑之破壞模式。
  (2) 九二一地震在九份二山造成數量龐大的坡地災害，其破壞模式多為淺層表面平面型的崩落，受大雨浸潤影響，鬆散的堆積物從平面型破壞面分離而沿坡面滑下，此為坡頂堆積物之破壞模式。",山坡地100%(同為原住民保留地),南投縣,國姓鄉,南港村,地標：九份二山龍南道路(147縣道4K),120.844785,23.958059,南港村村民劉智光,"(1) 本處崩塌係九二一地震造成裸露面積相當廣大且為順向坡，表面岩層屬乾燥時即脫水龜裂，遇水則迅速膨脹;軟化之特性，故表面風化層極易流失，產生向下滑動之趨勢。
  (2) 本處坡面屬高角度傾斜面，其等高線在坡面呈密而平行，但在坡頂堆積物端則較不規則，坡度更陡，故坡頂之堆積土石方受連日大雨影響飽含水份而易向下崩落。
  (3) 上述二者之崩塌物不僅掩埋下方之道路，並沖毀道路旁之截水溝，使坡面之逕流水沿道路漫流，進而沖刷道路路基。"
14,DF20070607-014.pdf,96年0604 豪雨-南投水里-001,960604豪雨,崩塌(山崩;地滑),2007-06-07,16:00,"(1) 災害地點位於舊礦坑道上方，受山谷地形影響，此處道路下方有伏流水，原本道路下邊坡擋土牆之預力地錨因年限久遠，鋼腱產生銹蝕而斷裂，擋土牆面板因而破損且向外傾倒，如遇大雨時路基土壤沿面板破洞流失而下陷，本路段已修補過多次，以回填路基方式修補，更增加下邊坡擋土牆之載重。
  (2) 上邊坡坡面為鬆質土壤，且未設置排水設施，此次豪雨使表面土飽含水份而產生崩塌(上方檳榔樹仍完整)，並掩埋道路，下方擋土牆因無法承受土石重量傾倒位移，路基也因此向外偏移且下陷，交通因而中斷。",山坡地100%(同為原住民保留地),南投縣,水里鄉,車埕村,地標：投131線29k+050~29k+110處,120.859986,23.838494,魚池鄉五城村李和成村長,民國96年6月7日下午16時左右，投131線公路於29k+070處路基下邊坡擋土牆破損，道路向外偏移8公尺並下陷1.5公尺，上邊坡擋土牆亦因道路偏移下陷而毀損，導致上邊坡坡面產生地滑現象並掩埋道路，總計道路中斷60公尺。
15,DF20070608-015.pdf,96年0604 豪雨-苗栗泰安-001,960604豪雨,洪水,2007-06-08,12:00,由於司馬限林道於14k處直接橫越梅園村鞍部野溪，而該處道路並未設置集水井或箱涵等導排溪水設施，因此每逢大雨溪水直接橫越道路流向下游，而洪水所夾雜之溪床土石皆會沉積掩埋該段道路。,林班地 100%,苗栗縣,泰安鄉,梅園村,地標：受災地點位於司馬限林道14k處,120.977815,24.40601,梅園村葉湖雄村長,司馬限林道於14k處直接橫越梅園村鞍部野溪，由於連日豪雨致使溪水暴漲，洪水夾雜溪床土石沖刷而下，溪水退卻後土石掩埋司馬限林道約30公尺。
16,DF20070608-016.pdf,96年0604 豪雨-苗栗泰安-002,960604豪雨,洪水,2007-06-08,15:00,大安部落通往梅園村之產業道路直接橫越四號野溪下游出口處，每逢大雨過後，洪水所夾雜之溪床土石皆會沉積掩埋該段道路。目前鄉公所已於該路段上游側約150 公尺處興建替代道路及橋樑(大安一橋)，預計本年度可完工使用。,山坡地100%,苗栗縣,泰安鄉,象鼻村,地標：大安一橋,120.969511,24.374615,象鼻村張瑞福村長,由於連日豪雨致使大安部落四號野溪溪水暴漲，洪水夾雜溪床土石沖刷而下，淹沒下游通往梅園村之產業道路，溪水退卻後土石掩埋道路約200公尺。
17,DF20070608-017.pdf,96年0604 豪雨-苗栗泰安-003,960604豪雨,洪水,2007-06-08,15:00,麻必浩野溪河道自永安橋向下游行經約90公尺處左彎與大安溪主流交匯，且河床於永安橋下游因右岸淤積，河道底床較高且自左彎處河床逐漸下切，因此由於連日大雨山地洪流，因河道地形條件，導致永安橋下游90公尺左彎處右岸護岸基腳土石淘刷流失，以致護岸傾倒毀損。,山坡地100%,苗栗縣,泰安鄉,象鼻村,地標：麻必浩溪與大安溪交匯處(受災地點距永安橋往下游約90公尺)。,120.957765,24.360536,二所莊志展,泰安鄉象鼻村東崎道路之永安橋於6月8日因連日豪雨山地洪流致使大安溪主流與麻必浩野溪溪水暴漲，造成永安橋下游約90公尺處右岸混凝土護岸毀損。護岸毀損約40公尺。
18,DF20070608-018.pdf,96年0604 豪雨-苗栗通霄-001,960604豪雨,洪水,2007-06-08,8:00,因連日大雨，護岸側向覆土經雨水沖蝕流失，且河道內靜水壓力過大，導致護岸新加高處與原護岸交界面因無鋼筋加強保護，造成斷裂毀損。另道路塌陷因河道沖蝕淘刷，導致路基流失造成塌陷。,山坡地100%,苗栗縣,通霄鎮,福源里,地標：福源橋旁(苗31鄉道約2公里處左轉往9鄰巷道行駛約380公尺處)。,120.704352,24.514369,福源里9鄰86號居民,通霄鎮福源里於苗31鄉道2K之9鄰巷道380公尺處，於6月8日上午8時因山地洪流致使溪水暴漲，造成福源橋下游右岸混凝土護岸毀損，同時也造成福源橋上游面約90公尺處之道路塌陷與北勢窩溪右岸土堤護坡崩滑。護岸毀損約30公尺；道路塌陷長約10公尺，寬約3公尺，深約1公尺；護坡崩滑約70公尺。
19,DF20070608-019.pdf,96年0604 豪雨-桃園復興-001,960604豪雨,洪水,2007-06-08,18:00,台七線 41k+800 處蘇樂橋兩端橋墩是由貨櫃箱所搭築，穩定性不高，因連日豪雨緣故，蘇樂溪溪水暴漲，上游挾帶之土砂衝擊蘇樂橋兩端橋墩造成橋墩位移，導致蘇樂橋損毀並遭受洪水淹沒。,林班地約佔69%;原住民保留地約佔31%,桃園市,復興區,高義里,地標：台七線北橫公路約41k+800處蘇樂橋。,121.357815,24.700831,災區居民;公路總局,復興鄉高義村台七線41k+800處蘇樂橋於6月8日傍晚時刻，因溪水暴漲洪水不斷衝擊蘇樂橋之貨櫃箱橋墩，造成橋墩位移導致蘇樂橋損毀，使通往桃園宜蘭台七線交通中斷。
20,DF20070608-020.pdf,96年0604 豪雨-基隆安樂-001,960604豪雨,崩塌,2007-06-08,7:45,"災害地點地層屬中新世石底層，崩塌邊坡淺層主要由表層覆土及節理發達之風化砂岩所組成。因連日大雨，雨水由層面及節理入滲，導致岩塊抗滑力降低進而造成邊坡岩塊崩落。
  (另根據部份媒體及居民表示，係因邊坡遭受雷擊導致崩塌，此一說法無法查證。)",山坡地100%,基隆市,安樂區,三民里,地標：中山高速公路八堵交流道下，左轉往金山方向沿麥金路行駛約1200公尺處(受災地點距基隆長庚醫院僅約200公尺)。,121.721314,25.123083,災區周圍居民;各大新聞媒體,基隆市麥金路旁安國橋正對面之邊坡於6月8日上午交通尖峰時刻，發生邊坡落石崩塌意外。崩塌範圍寬約30公尺，長約25公尺，初估約有2000立方公尺之土方直落而下，計有1輛廂型車;2輛小客車及1輛機車遭土石掩埋，造成3死4傷。
21,DF20070608-021.pdf,96年0604 豪雨-南投國姓-001,960604豪雨,崩塌(地滑),2007-06-08,15:00,災害發生時道路上邊坡處側溝遭土石掩埋而失去排水功能，上邊坡坡面地表水漫流至路面並由下邊坡向下逕流，導致下邊坡土壤含水量增加，導致路基沖失而路面下陷龜裂。,山坡地100%,南投縣,國姓鄉,乾溝村,地標：清景橋(投136縣道自清景橋起算，沿投136縣道西行約180公尺處，即為災害發生位49.4K)。,120.818667,24.063667,乾溝村陳飛造村長,投136縣道49.4K處道路下方邊坡有地滑現象，路基約40公尺崩塌至乾溪河谷，路側護欄斷裂，致使路面塌陷並出現龜裂。(崩塌範圍：長約40公尺;寬約37公尺;高約5公尺;面積約為0.148公頃)
22,DF20070608-022.pdf,96年0604 豪雨-南投國姓-002,960604豪雨,崩塌(山崩),2007-06-08,16:00,該處上邊表層覆土植生根系較淺，在大雨時表層土壤呈飽和狀態，不僅與坡面之磨擦力降低，下滑力亦增加，坡面因此滑落造成災害。,山坡地100%,南投縣,國姓鄉,乾溝村,地標：仁愛橋(投136縣道54.4K處),120.811333,24.035721,乾溝村陳飛造村長,投136縣道54.4K處上邊坡土石鬆動，滑落投136縣道並阻斷道路。(崩塌範圍：長約10公尺;寬約30公尺;高約5公尺;面積約為0.03公頃)
23,DF20070608-023.pdf,96年0604 豪雨-台中東勢-001,960604豪雨,崩塌(地滑),2007-06-08,14:00,災害地點地層屬卓蘭層，主要地質材料為泥岩與砂岩互層，經現地量測層面位態為N8oE／30oSE，與原坡面之走向及傾向相仿。因連日大雨，雨水由層面間入滲，導致泥岩層軟化抗滑力降低，且岩體及覆土因含水量增加使邊坡之下滑驅動力昇高，進而造成順向坡滑動破壞,山坡地100%,臺中市,東勢區,泰興里,"地標：勝玄宮
  中44鄉道左轉進石嵙巷約300公尺處遇一岔路口，該處左側為福德祠，沿福德祠前方道路直行約150公尺即為受災地點(勝玄宮位於崩塌地點之上邊坡)。",120.782312,24.29031,石城街石嵙巷80號居民謝太太,東勢鎮泰興里石城街石嵙巷勝玄宮前之坡地於6月8日下午2點發生邊坡滑動，滑動範圍寬約80公尺，長約50公尺，初估約6000立方公尺之土方滑落20公尺至石嵙巷道路及大排，造成路面毀損約100公尺，交通中斷，並掩埋一輛行經石嵙巷之小客車，所幸駕駛及時逃出脫困；而位於坡頂之勝玄宮因土方滑動流失造成部份地基懸空。
24,DF20070608-024.pdf,96年0604 豪雨-台北石碇-001,960604豪雨,崩塌(山崩),2007-06-08,9:00,災害地點地層屬中新世石底層，崩塌邊坡淺層主要由表層覆土及節理發達之風化砂岩所組成。因連日大雨，雨水由層面及節理入滲，導致岩塊抗滑力降低進而造成邊坡岩塊崩落。,山坡地100%,新北市,石碇區,潭邊里,縣106乙6.8K處之邊坡崩塌，附近有一「大樹下」餐飲店,121.653604,24.999489,當地居民;各大新聞媒體,"1. 石碇鄉潭邊村外石崁產業道路因連日豪雨，加上原本今年(96年)4月底應要完工之60公尺擋土牆工程尚未完成，造成邊坡崩塌，外石崁產業道路路基淘空，農舍乙棟損毀。
  2. 初步推估崩塌面積約為0.48公頃，崩塌土方量約為1000立方公尺。"
25,DF20070609-025.pdf,96年0604 豪雨-南投仁愛-001,960604豪雨,其他：坡面沖刷,2007-06-09,4:00,"該崩塌地係由95年0609豪雨造成，目前相關修復改善工程正進行中，本次0604豪雨僅造成目前已完成之部分工程設施損壞及上方邊坡局部沖刷，並未對週遭道路及鄰房造成損害，亦未造成人員傷亡。經本次現勘該區災害發生主要原因，初步推估因素為排水不良造成，說明如下：
  1.該崩塌區地勢較低，鄉公所後方鄰近之排水均由路邊溝收集後由崩塌地左側直接排放，由於收集水量大且崩塌地處之溝渠已中斷且尚未銜接完成，雨水直接排入目前施工之左側崩塌地，造成下方自由格樑護坡沖毀。
  2.崩塌地右側上方邊坡於前次豪雨已打設臨時鋼軌樁及舖設帆布故該區此次僅有局部零星表層土壤沖刷，但崩塌地左側上方邊坡坡面均為水蜜桃果樹，坡面未作任何保護或截排水設施措施，因此該坡面經本次豪雨發現該坡面已形成一沖蝕溝，造成下方已完成之加勁擋土牆及自由格樑護坡損壞。
  3.為使崩塌地範圍內逕流量儘量減少，崩塌地以外之雨水以建議先行導離該區域為原則，勿將9號鄉道兩端鄰近區域之相關排水均導入該區內。",原住民保留地占100%,南投縣,仁愛鄉,大同村,地標：台電萬大電廠第二號辦公室(霧社9號鄉道與台14線約79K+250交會處),121.130714,24.020169,鄉公所;當地居民,"1. 95年0609豪雨已造成該區域崩塌，南投縣政府原住民行政局目前已針對該崩塌地進行災後復建工程(於96年2月中發包施工，預計96年7月30日完工)，由於工程尚未全部完成，而本次豪雨造成部分已完成之設施損壞，及上方水蜜桃果園邊坡及民房下方局部邊坡有沖刷之情形。
  2. 目前復建工程設施受損區位均發生在崩塌地左側，損壞設施包括加勁擋土牆沉陷約30公尺及自由格樑護坡沖刷面積約0.5公頃等。
  3. 本次豪雨並未對台14線道路造成損壞，崩塌地邊坡上方民宅目前現況與前次災害發生後比較無惡化之情形。"
26,DF20070609-026.pdf,96年0604 豪雨-台中東勢-002,960604豪雨,山地洪流,2007-06-09,15:00,"1.由於福南橋右岸橋台侵入河道，且其上游河道內有一巨石，使河水分流，
  直接衝擊橋台，造成右岸橋台淘空，橋樑中斷。
  2.福南橋上游左岸70 公尺至80 公尺河道轉彎頂衝處有3處崩塌，此3處崩塌均為風化層土壤，研判造成崩塌原因有二：(1)位於河道頂衝區，河水沖刷。(2)邊坡上端產業道路無排水溝設計，降雨逕流直接延坡面傾洩而下。
  3.福南橋下游兩岸約80 公尺水泥護岸，及三座潛壩基礎淘空，河道坡度大，構造物設計基礎不夠深，河床沖刷導致護岸;潛壩基礎淘空。",山坡地100%,臺中市,東勢區,慶福里,地標：省道台8線往谷關方向約8K處遇永安橋，左轉中46線約2.7K即可到達福南橋,120.863769,24.189764,當地防災專員,"1.由於福南橋右岸橋台侵入河道，洪水沖刷橋台，造成右岸橋台掏空，橋樑中斷，右岸約200戶民眾出入需繞道約13公里，極為不便。
  2.福南橋上游左岸70公尺至80公尺河道轉彎頂衝處有3處崩塌，導致上方產業道路路面崩裂，且崩土堆積擠壓河道，河道斷面束縮。
  3.福南橋下游兩岸約80公尺水泥護岸，及兩座潛壩基礎掏空。"
27,DF20070610-027.pdf,96年0604 豪雨-台北中和-001,960604豪雨,崩塌(地滑),2007-06-10,6:00,"(1) 災害地點地層屬中新世大寮層，邊坡淺層主要為表層覆土及塊狀之風化砂岩所組成，結構疏鬆膠結不良。
  (2) 過去曾有輕微土石崩落情況，邊坡排水孔及下邊坡排水設施有堵塞現象，崩落裸露之坡面暫時先用塑膠帆布敷蓋，以減緩雨水直接侵襲所造成的破壞。
  (3) 本次災害發生原因初步推估係受到連日大雨影響，雨水入滲造成地下水位高漲;孔隙水壓增加，加上表土層及風化岩體之含水量與自重增加，導致土壤摩擦力減少造成崩塌滑落破壞。建議後續辦理地質鑽探與相關之坡面監測與試驗工作，進一步瞭解災害發生真正原因。",山坡地佔100%(都市計畫區內),新北市,中和區,華南里,地標：中和市忠孝街26巷81號住戶（磐石樓一樓）外側圍牆,121.511828,24.98169,災區周圍居民,中和市南勢角忠孝街26巷磐石樓社區因受到連日大雨影響，造成右側後方邊坡於6月10日清晨6時左右發生崩塌地滑意外，災害地點為磐石樓右側後方登山步道崩塌地滑災害，災害範圍寬度約為40m;右側長度約為30m;左側長度約為60m;深度約為1m，初步合計滑落之土石方約為0.2ha，造成下邊坡住戶外側圍牆受到撞擊倒塌，一座景觀魚池;涼亭及登山步道損毀。
